Orthogroup	Apatococcus_fuscideae-Prasiolales.prot	Apatococcus_lobatus-Prasiolales.prot
OG0003572	Null	KAK9841304.1, KAK9841520.1, KAK9841623.1
OG0003573	Null	KAK9841385.1, KAK9841531.1, KAK9841670.1
OG0003574	Null	KAK9841586.1, KAK9841587.1, KAK9842869.1
OG0003575	Null	KAK9842666.1, KAK9842667.1, KAK9842668.1
OG0003576	Null	KAK9842669.1, KAK9843344.1, KAK9843345.1
OG0003577	Null	KAK9842738.1, KAK9842739.1, KAK9842740.1
OG0003578	Null	KAK9842864.1, KAK9843084.1, KAK9843085.1
OG0003579	Null	KAK9842964.1, KAK9842965.1, KAK9842966.1
OG0003580	Null	KAK9844311.1, KAK9844800.1, KAK9844984.1
OG0003581	Null	KAK9844338.1, KAK9844339.1, KAK9844340.1
OG0003582	Null	KAK9844504.1, KAK9844505.1, KAK9844506.1
OG0003583	Null	KAK9844918.1, KAK9844919.1, KAK9844920.1
OG0003584	Null	KAK9845135.1, KAK9845136.1, KAK9845137.1
OG0003585	KAK9831551.1	KAK9827567.1
OG0003586	KAK9831832.1	KAK9821069.1
OG0003587	KAK9831913.1	KAK9831640.1
OG0003588	KAK9831914.1	KAK9836444.1
OG0003589	KAK9831915.1	KAK9818703.1
OG0003590	KAK9831918.1	KAK9831617.1
OG0003591	KAK9831924.1	KAK9843188.1
OG0003592	KAK9832013.1	KAK9821410.1
OG0003593	KAK9832014.1	KAK9831573.1
OG0003594	KAK9832018.1	KAK9844763.1
OG0003595	KAK9832019.1	KAK9816032.1
OG0003596	KAK9832022.1	KAK9816040.1
OG0003597	KAK9832025.1	KAK9844449.1
OG0003598	KAK9832026.1	KAK9816407.1
OG0003599	KAK9832027.1	KAK9816388.1
OG0003600	KAK9832029.1	KAK9839952.1
OG0003601	KAK9832117.1	KAK9831781.1
OG0003602	KAK9832118.1	KAK9831662.1
OG0003603	KAK9832124.1	KAK9824875.1
OG0003604	KAK9832558.1	KAK9843217.1
OG0003605	KAK9832560.1	KAK9831748.1
OG0003606	KAK9832561.1	KAK9831595.1
OG0003607	KAK9832569.1	KAK9836820.1
OG0003608	KAK9832570.1	KAK9832255.1
OG0003609	KAK9832572.1, KAK9842119.1	
OG0003610	KAK9832573.1	KAK9843104.1
OG0003611	KAK9832664.1, KAK9833968.1	
OG0003612	KAK9832667.1	KAK9822947.1
OG0003613	KAK9832668.1	KAK9832935.1
OG0003614	KAK9832670.1	KAK9840239.1
OG0003615	KAK9832671.1	KAK9844819.1
OG0003616	KAK9832676.1	KAK9819043.1
OG0003617	KAK9832678.1	KAK9818839.1
OG0003618	KAK9832679.1	KAK9818824.1
OG0003619	KAK9832686.1	KAK9837622.1
OG0003620	KAK9832755.1	KAK9818604.1
OG0003621	KAK9832756.1	KAK9818582.1
OG0003622	KAK9832763.1	KAK9837968.1
OG0003623	KAK9832766.1	KAK9837900.1
OG0003624	KAK9832775.1	KAK9837923.1
OG0003625	KAK9833241.1	KAK9824918.1
OG0003626	KAK9833242.1	KAK9824904.1
OG0003627	KAK9833247.1	KAK9839988.1
OG0003628	KAK9833250.1	KAK9845013.1
OG0003629	KAK9833252.1	KAK9835583.1
OG0003630	KAK9833253.1	KAK9817583.1
OG0003631	KAK9833351.1	KAK9831742.1
OG0003632	KAK9833355.1	KAK9843097.1
OG0003633	KAK9833359.1	KAK9839090.1
OG0003634	KAK9833360.1, KAK9846096.1	
OG0003635	KAK9833369.1	KAK9844970.1
OG0003636	KAK9833370.1	KAK9844480.1
OG0003637	KAK9833371.1	KAK9817634.1
OG0003638	KAK9833375.1	KAK9843224.1
OG0003639	KAK9833482.1	KAK9820698.1
OG0003640	KAK9833487.1	KAK9817459.1
OG0003641	KAK9833489.1	KAK9832960.1
OG0003642	KAK9833492.1	KAK9817536.1
OG0003643	KAK9833502.1	KAK9826077.1
OG0003644	KAK9833503.1	KAK9826070.1
OG0003645	KAK9833504.1	KAK9826003.1
OG0003646	KAK9833507.1	KAK9821643.1
OG0003647	KAK9833508.1	KAK9821696.1
OG0003648	KAK9833510.1	KAK9817442.1
OG0003649	KAK9833511.1	KAK9817432.1
OG0003650	KAK9833590.1	KAK9841153.1
OG0003651	KAK9833593.1	KAK9837756.1
OG0003652	KAK9833595.1, KAK9833596.1	
OG0003653	KAK9833597.1	KAK9826966.1
OG0003654	KAK9833962.1	KAK9822136.1
OG0003655	KAK9833965.1	KAK9831807.1
OG0003656	KAK9833967.1	KAK9817562.1
OG0003657	KAK9833969.1	KAK9840251.1
OG0003658	KAK9833970.1	KAK9839990.1
OG0003659	KAK9834081.1	KAK9833620.1
OG0003660	KAK9834082.1	KAK9833912.1
OG0003661	KAK9834088.1, KAK9834099.1	
OG0003662	KAK9834089.1, KAK9834090.1	
OG0003663	KAK9834094.1	KAK9822916.1
OG0003664	KAK9834095.1	KAK9822901.1
OG0003665	KAK9834097.1	KAK9833167.1
OG0003666	KAK9834106.1, KAK9834107.1	
OG0003667	KAK9834108.1	KAK9826990.1
OG0003668	KAK9834116.1	KAK9825234.1
OG0003669	KAK9834212.1	KAK9842872.1
OG0003670	KAK9834223.1	KAK9821151.1
OG0003671	KAK9834226.1	KAK9822615.1
OG0003672	KAK9834227.1, KAK9834228.1	
OG0003673	KAK9834239.1	KAK9835570.1
OG0003674	KAK9834240.1	KAK9835543.1
OG0003675	KAK9834242.1, KAK9867643.1	
OG0003676	KAK9834243.1, KAK9834244.1	
OG0003677	KAK9834248.1	KAK9838684.1
OG0003678	KAK9834340.1	KAK9828260.1
OG0003679	KAK9834342.1	KAK9828145.1
OG0003680	KAK9834343.1	KAK9828340.1
OG0003681	KAK9834344.1	KAK9822788.1
OG0003682	KAK9834345.1	KAK9822795.1
OG0003683	KAK9834349.1	KAK9825804.1
OG0003684	KAK9834350.1	KAK9825734.1
OG0003685	KAK9834351.1	KAK9825811.1
OG0003686	KAK9834352.1	KAK9818465.1
OG0003687	KAK9834356.1	KAK9834784.1
OG0003688	KAK9834357.1	KAK9845055.1
OG0003689	KAK9834362.1	KAK9844642.1
OG0003690	KAK9834363.1	KAK9837821.1
OG0003691	KAK9834364.1	KAK9837950.1
OG0003692	KAK9834365.1	KAK9836590.1
OG0003693	KAK9834366.1, KAK9834367.1	
OG0003694	KAK9834371.1	KAK9841152.1
OG0003695	KAK9834805.1	KAK9825939.1
OG0003696	KAK9834916.1	KAK9841145.1
OG0003697	KAK9834918.1	KAK9841489.1
OG0003698	KAK9834919.1	KAK9841314.1
OG0003699	KAK9834920.1	KAK9841187.1
OG0003700	KAK9834921.1	KAK9837858.1
OG0003701	KAK9834931.1, KAK9834932.1	
OG0003702	KAK9834934.1, KAK9862918.1	
OG0003703	KAK9834935.1	KAK9841151.1
OG0003704	KAK9834944.1	KAK9825028.1
OG0003705	KAK9834945.1	KAK9825083.1
OG0003706	KAK9834950.1	KAK9837630.1
OG0003707	KAK9834952.1	KAK9817572.1
OG0003708	KAK9834955.1	KAK9835919.1
OG0003709	KAK9834957.1	KAK9825568.1
OG0003710	KAK9834958.1	KAK9825624.1
OG0003711	KAK9835079.1, KAK9835080.1	
OG0003712	KAK9835085.1, KAK9856480.1	
OG0003713	KAK9835092.1	KAK9840217.1
OG0003714	KAK9835093.1	KAK9840494.1
OG0003715	KAK9835094.1	KAK9839946.1
OG0003716	KAK9835098.1	KAK9819449.1
OG0003717	KAK9835099.1	KAK9819453.1
OG0003718	KAK9835108.1	KAK9818451.1
OG0003719	KAK9835112.1, KAK9866430.1	
OG0003720	KAK9835114.1	KAK9839158.1
OG0003721	KAK9835115.1	KAK9838769.1
OG0003722	KAK9835117.1	KAK9843327.1
OG0003723	KAK9835122.1	KAK9815961.1
OG0003724	KAK9835248.1	KAK9836873.1
OG0003725	KAK9835251.1	KAK9818738.1
OG0003726	KAK9835254.1	KAK9818714.1
OG0003727	KAK9835269.1	KAK9845090.1
OG0003728	KAK9835270.1	KAK9844887.1
OG0003729	KAK9835275.1	KAK9818584.1
OG0003730	KAK9835276.1	KAK9818590.1
OG0003731	KAK9835277.1	KAK9818468.1
OG0003732	KAK9835281.1, KAK9835282.1	
OG0003733	KAK9835283.1	KAK9837984.1
OG0003734	KAK9835284.1	KAK9830773.1
OG0003735	KAK9835287.1	KAK9818865.1
OG0003736	KAK9835292.1, KAK9858410.1	
OG0003737	KAK9835293.1	KAK9840329.1
OG0003738	KAK9835294.1	KAK9840066.1
OG0003739	KAK9835426.1	KAK9825763.1
OG0003740	KAK9835427.1	KAK9825823.1
OG0003741	KAK9835922.1, KAK9848663.1	
OG0003742	KAK9835923.1	KAK9825334.1
OG0003743	KAK9835925.1, KAK9838619.1	
OG0003744	KAK9835927.1	KAK9821646.1
OG0003745	KAK9835930.1, KAK9835931.1	
OG0003746	KAK9835936.1	KAK9819009.1
OG0003747	KAK9835937.1	KAK9818999.1
OG0003748	KAK9835943.1	KAK9840403.1
OG0003749	KAK9836047.1	KAK9820913.1
OG0003750	KAK9836049.1	KAK9820909.1
OG0003751	KAK9836050.1	KAK9820886.1
OG0003752	KAK9836052.1	KAK9836641.1
OG0003753	KAK9836055.1	KAK9817431.1
OG0003754	KAK9836060.1, KAK9864891.1	
OG0003755	KAK9836061.1	KAK9841430.1
OG0003756	KAK9836066.1	KAK9822890.1
OG0003757	KAK9836067.1	KAK9841110.1
OG0003758	KAK9836069.1	KAK9841465.1
OG0003759	KAK9836077.1	KAK9820772.1
OG0003760	KAK9836079.1	KAK9820791.1
OG0003761	KAK9836081.1, KAK9861853.1	
OG0003762	KAK9836084.1	KAK9835572.1
OG0003763	KAK9836209.1	KAK9837601.1
OG0003764	KAK9836211.1	KAK9837832.1
OG0003765	KAK9836217.1	KAK9824934.1
OG0003766	KAK9836222.1	KAK9824726.1
OG0003767	KAK9836223.1	KAK9817475.1
OG0003768	KAK9836224.1	KAK9817491.1
OG0003769	KAK9836229.1	KAK9826566.1
OG0003770	KAK9836230.1, KAK9836231.1	
OG0003771	KAK9836234.1	KAK9822793.1
OG0003772	KAK9836236.1	KAK9842986.1
OG0003773	KAK9836238.1	KAK9843230.1
OG0003774	KAK9836239.1	KAK9831654.1
OG0003775	KAK9836240.1	KAK9831709.1
OG0003776	KAK9836241.1	KAK9831822.1
OG0003777	KAK9836242.1	KAK9841390.1
OG0003778	KAK9836250.1	KAK9817576.1
OG0003779	KAK9836253.1	KAK9841550.1
OG0003780	KAK9836255.1	KAK9824897.1
OG0003781	KAK9836363.1, KAK9861607.1	
OG0003782	KAK9836366.1	KAK9819342.1
OG0003783	KAK9836367.1	KAK9816325.1
OG0003784	KAK9836369.1	KAK9816317.1
OG0003785	KAK9836371.1	KAK9816329.1
OG0003786	KAK9836372.1	KAK9841343.1
OG0003787	KAK9836373.1	KAK9841493.1
OG0003788	KAK9836374.1	KAK9841279.1
OG0003789	KAK9836375.1, KAK9858798.1	
OG0003790	KAK9836377.1	KAK9819186.1
OG0003791	KAK9836379.1	KAK9821541.1
OG0003792	KAK9836381.1	KAK9840223.1
OG0003793	KAK9836387.1	KAK9819218.1
OG0003794	KAK9836388.1	KAK9835532.1
OG0003795	KAK9836389.1	KAK9821879.1
OG0003796	KAK9836390.1	KAK9821862.1
OG0003797	KAK9836391.1	KAK9821880.1
OG0003798	KAK9836392.1	KAK9835865.1
OG0003799	KAK9836393.1	KAK9835920.1
OG0003800	KAK9836394.1	KAK9835648.1
OG0003801	KAK9836399.1	KAK9824718.1
OG0003802	KAK9836403.1	KAK9824728.1
OG0003803	KAK9836408.1	KAK9821817.1
OG0003804	KAK9836409.1	KAK9821832.1
OG0003805	KAK9836411.1	KAK9819514.1
OG0003806	KAK9836412.1	KAK9819510.1
OG0003807	KAK9836413.1	KAK9819542.1
OG0003808	KAK9836414.1	KAK9824800.1
OG0003809	KAK9836415.1	KAK9824777.1
OG0003810	KAK9836925.1	KAK9822562.1
OG0003811	KAK9837038.1	KAK9818940.1
OG0003812	KAK9837039.1	KAK9818919.1
OG0003813	KAK9837043.1	KAK9840013.1
OG0003814	KAK9837045.1	KAK9828266.1
OG0003815	KAK9837053.1, KAK9837054.1	
OG0003816	KAK9837060.1	KAK9844384.1
OG0003817	KAK9837063.1	KAK9840025.1
OG0003818	KAK9837178.1	KAK9833036.1
OG0003819	KAK9837179.1	KAK9833060.1
OG0003820	KAK9837180.1	KAK9821661.1
OG0003821	KAK9837181.1	KAK9820781.1
OG0003822	KAK9837183.1	KAK9820793.1
OG0003823	KAK9837186.1	KAK9835501.1
OG0003824	KAK9837187.1	KAK9818810.1
OG0003825	KAK9837188.1	KAK9818796.1
OG0003826	KAK9837189.1	KAK9818828.1
OG0003827	KAK9837190.1	KAK9830789.1
OG0003828	KAK9837194.1	KAK9830804.1
OG0003829	KAK9837197.1	KAK9834564.1
OG0003830	KAK9837199.1	KAK9831611.1
OG0003831	KAK9837200.1	KAK9831658.1
OG0003832	KAK9837203.1	KAK9838993.1
OG0003833	KAK9837205.1	KAK9831714.1
OG0003834	KAK9837206.1	KAK9831601.1
OG0003835	KAK9837207.1	KAK9831773.1
OG0003836	KAK9837208.1	KAK9831679.1
OG0003837	KAK9837211.1	KAK9817579.1
OG0003838	KAK9837217.1	KAK9816226.1
OG0003839	KAK9837218.1	KAK9820732.1
OG0003840	KAK9837219.1	KAK9820727.1
OG0003841	KAK9837220.1	KAK9822900.1
OG0003842	KAK9837355.1	KAK9818719.1
OG0003843	KAK9837361.1	KAK9835478.1
OG0003844	KAK9837363.1	KAK9839008.1
OG0003845	KAK9837364.1	KAK9839055.1
OG0003846	KAK9837365.1, KAK9837366.1	
OG0003847	KAK9837370.1	KAK9830818.1
OG0003848	KAK9837375.1	KAK9840273.1
OG0003849	KAK9837376.1	KAK9839927.1
OG0003850	KAK9837377.1	KAK9833717.1
OG0003851	KAK9837378.1	KAK9833721.1
OG0003852	KAK9837379.1	KAK9817494.1
OG0003853	KAK9837383.1	KAK9844494.1
OG0003854	KAK9837387.1	KAK9830774.1
OG0003855	KAK9837391.1	KAK9820769.1
OG0003856	KAK9837398.1	KAK9821254.1
OG0003857	KAK9837399.1	KAK9821264.1
OG0003858	KAK9837401.1	KAK9835853.1
OG0003859	KAK9837406.1	KAK9836697.1
OG0003860	KAK9837524.1	KAK9831275.1
OG0003861	KAK9837529.1, KAK9837530.1	
OG0003862	KAK9837534.1	KAK9826939.1
OG0003863	KAK9837535.1	KAK9827137.1
OG0003864	KAK9837536.1	KAK9819413.1
OG0003865	KAK9837540.1	KAK9835864.1
OG0003866	KAK9837543.1	KAK9835609.1
OG0003867	KAK9837547.1	KAK9844890.1
OG0003868	KAK9837552.1	KAK9817609.1
OG0003869	KAK9838074.1	KAK9832232.1
OG0003870	KAK9838075.1	KAK9832382.1
OG0003871	KAK9838079.1	KAK9841260.1
OG0003872	KAK9838081.1	KAK9841454.1
OG0003873	KAK9838083.1	KAK9841382.1
OG0003874	KAK9838203.1	KAK9843012.1
OG0003875	KAK9838207.1	KAK9838716.1
OG0003876	KAK9838208.1	KAK9842808.1
OG0003877	KAK9838212.1	KAK9818805.1
OG0003878	KAK9838213.1	KAK9818793.1
OG0003879	KAK9838215.1	KAK9831602.1
OG0003880	KAK9838219.1	KAK9818689.1
OG0003881	KAK9838223.1	KAK9840380.1
OG0003882	KAK9838224.1	KAK9840077.1
OG0003883	KAK9838225.1	KAK9843100.1
OG0003884	KAK9838229.1	KAK9826588.1
OG0003885	KAK9838233.1	KAK9822324.1
OG0003886	KAK9838235.1	KAK9841419.1
OG0003887	KAK9838242.1	KAK9833181.1
OG0003888	KAK9838244.1	KAK9834643.1
OG0003889	KAK9838386.1	KAK9831792.1
OG0003890	KAK9838388.1	KAK9824795.1
OG0003891	KAK9838389.1	KAK9824807.1
OG0003892	KAK9838390.1	KAK9824736.1
OG0003893	KAK9838391.1	KAK9824747.1
OG0003894	KAK9838393.1	KAK9826670.1
OG0003895	KAK9838394.1	KAK9826584.1
OG0003896	KAK9838395.1	KAK9826636.1
OG0003897	KAK9838397.1	KAK9836652.1
OG0003898	KAK9838398.1	KAK9838847.1
OG0003899	KAK9838403.1	KAK9832300.1
OG0003900	KAK9838405.1	KAK9840016.1
OG0003901	KAK9838411.1	KAK9840209.1
OG0003902	KAK9838413.1	KAK9840376.1
OG0003903	KAK9838414.1	KAK9840345.1
OG0003904	KAK9838419.1	KAK9826972.1
OG0003905	KAK9838425.1	KAK9817535.1
OG0003906	KAK9838429.1	KAK9841177.1
OG0003907	KAK9838430.1	KAK9836899.1
OG0003908	KAK9838431.1	KAK9836646.1
OG0003909	KAK9838433.1	KAK9836624.1
OG0003910	KAK9838434.1	KAK9836831.1
OG0003911	KAK9838435.1	KAK9833598.1
OG0003912	KAK9838440.1	KAK9819436.1
OG0003913	KAK9838578.1	KAK9821022.1
OG0003914	KAK9838579.1	KAK9821067.1
OG0003915	KAK9838581.1	KAK9834621.1
OG0003916	KAK9838582.1	KAK9834638.1
OG0003917	KAK9838585.1	KAK9825230.1
OG0003918	KAK9838588.1	KAK9821058.1
OG0003919	KAK9838592.1	KAK9821901.1
OG0003920	KAK9838593.1	KAK9821840.1
OG0003921	KAK9838595.1	KAK9821872.1
OG0003922	KAK9838598.1, KAK9838599.1	
OG0003923	KAK9838600.1	KAK9837976.1
OG0003924	KAK9838602.1	KAK9837803.1
OG0003925	KAK9838603.1	KAK9835655.1
OG0003926	KAK9838606.1	KAK9840118.1
OG0003927	KAK9838607.1	KAK9840304.1
OG0003928	KAK9838610.1	KAK9841228.1
OG0003929	KAK9838611.1	KAK9841590.1
OG0003930	KAK9838613.1	KAK9833217.1
OG0003931	KAK9838616.1	KAK9840042.1
OG0003932	KAK9838617.1	KAK9840279.1
OG0003933	KAK9838618.1	KAK9840108.1
OG0003934	KAK9838620.1	KAK9825272.1
OG0003935	KAK9839182.1	KAK9841527.1
OG0003936	KAK9839185.1	KAK9841396.1
OG0003937	KAK9839331.1	KAK9840306.1
OG0003938	KAK9839332.1, KAK9839333.1	
OG0003939	KAK9839335.1	KAK9839945.1
OG0003940	KAK9839336.1	KAK9840036.1
OG0003941	KAK9839344.1	KAK9820782.1
OG0003942	KAK9839345.1	KAK9820823.1
OG0003943	KAK9839346.1	KAK9843270.1
OG0003944	KAK9839349.1	KAK9828310.1
OG0003945	KAK9839350.1, KAK9839351.1	
OG0003946	KAK9839352.1	KAK9839028.1
OG0003947	KAK9839353.1	KAK9838899.1
OG0003948	KAK9839355.1	KAK9838724.1
OG0003949	KAK9839359.1	KAK9844982.1
OG0003950	KAK9839360.1	KAK9844845.1
OG0003951	KAK9839364.1	KAK9830839.1
OG0003952	KAK9839366.1	KAK9831719.1
OG0003953	KAK9839367.1, KAK9839368.1	
OG0003954	KAK9839384.1	KAK9821377.1
OG0003955	KAK9839388.1	KAK9833751.1
OG0003956	KAK9839390.1	KAK9827814.1
OG0003957	KAK9839392.1	KAK9831291.1
OG0003958	KAK9839393.1	KAK9831085.1
OG0003959	KAK9839395.1	KAK9831073.1
OG0003960	KAK9839548.1	KAK9838895.1
OG0003961	KAK9839550.1	KAK9835521.1
OG0003962	KAK9839551.1	KAK9835832.1
OG0003963	KAK9839556.1, KAK9839557.1	
OG0003964	KAK9839558.1	KAK9822919.1
OG0003965	KAK9839570.1	KAK9821248.1
OG0003966	KAK9839571.1	KAK9821260.1
OG0003967	KAK9839575.1	KAK9839978.1
OG0003968	KAK9839576.1	KAK9840406.1
OG0003969	KAK9839584.1	KAK9831123.1
OG0003970	KAK9839585.1	KAK9831242.1
OG0003971	KAK9839586.1	KAK9831277.1
OG0003972	KAK9839590.1	KAK9817530.1
OG0003973	KAK9839593.1	KAK9837742.1
OG0003974	KAK9839601.1	KAK9825528.1
OG0003975	KAK9839721.1	KAK9822338.1
OG0003976	KAK9839727.1, KAK9839728.1	
OG0003977	KAK9839729.1	KAK9833845.1
OG0003978	KAK9839731.1	KAK9837750.1
OG0003979	KAK9839733.1	KAK9822527.1
OG0003980	KAK9839737.1, KAK9839738.1	
OG0003981	KAK9839741.1	KAK9840354.1
OG0003982	KAK9839742.1	KAK9833800.1
OG0003983	KAK9839745.1	KAK9832179.1
OG0003984	KAK9839746.1	KAK9832447.1
OG0003985	KAK9839747.1	KAK9832134.1
OG0003986	KAK9839748.1	KAK9836893.1
OG0003987	KAK9839751.1	KAK9818952.1
OG0003988	KAK9839753.1	KAK9827764.1
OG0003989	KAK9839756.1	KAK9827825.1
OG0003990	KAK9839759.1	KAK9840433.1
OG0003991	KAK9839761.1	KAK9840203.1
OG0003992	KAK9839762.1	KAK9840367.1
OG0003993	KAK9839765.1, KAK9845202.1	
OG0003994	KAK9839889.1	KAK9844981.1
OG0003995	KAK9839890.1	KAK9844391.1
OG0003996	KAK9840519.1	KAK9821360.1
OG0003997	KAK9840520.1, KAK9840521.1	
OG0003998	KAK9840524.1	KAK9821391.1
OG0003999	KAK9840527.1	KAK9841507.1
OG0004000	KAK9840673.1	KAK9818554.1
OG0004001	KAK9840683.1	KAK9826629.1
OG0004002	KAK9840684.1, KAK9841071.1	
OG0004003	KAK9840699.1	KAK9844841.1
OG0004004	KAK9840701.1, KAK9840702.1	
OG0004005	KAK9840708.1	KAK9822604.1
OG0004006	KAK9840710.1	KAK9833626.1
OG0004007	KAK9840713.1	KAK9833841.1
OG0004008	KAK9840718.1	KAK9844735.1
OG0004009	KAK9840851.1	KAK9831587.1
OG0004010	KAK9840852.1, KAK9840853.1	
OG0004011	KAK9840856.1, KAK9840857.1	
OG0004012	KAK9840861.1	KAK9821347.1
OG0004013	KAK9840862.1	KAK9821153.1
OG0004014	KAK9840863.1	KAK9821159.1
OG0004015	KAK9840864.1	KAK9821184.1
OG0004016	KAK9840865.1	KAK9821202.1
OG0004017	KAK9840868.1	KAK9844829.1
OG0004018	KAK9840873.1	KAK9817592.1
OG0004019	KAK9840875.1	KAK9817578.1
OG0004020	KAK9840876.1	KAK9817577.1
OG0004021	KAK9840882.1	KAK9822107.1
OG0004022	KAK9840883.1	KAK9833753.1
OG0004023	KAK9840886.1	KAK9833921.1
OG0004024	KAK9840902.1	KAK9841389.1
OG0004025	KAK9840906.1	KAK9816335.1
OG0004026	KAK9840909.1	KAK9830865.1
OG0004027	KAK9841063.1	KAK9816322.1
OG0004028	KAK9841068.1	KAK9838896.1
OG0004029	KAK9841080.1, KAK9849957.1	
OG0004030	KAK9841087.1	KAK9835868.1
OG0004031	KAK9841089.1	KAK9835904.1
OG0004032	KAK9841096.1	KAK9834633.1
OG0004033	KAK9841098.1	KAK9834520.1
OG0004034	KAK9841101.1	KAK9821366.1
OG0004035	KAK9841102.1	KAK9821396.1
OG0004036	KAK9841738.1, KAK9841739.1	
OG0004037	KAK9841878.1	KAK9837777.1
OG0004038	KAK9841881.1	KAK9821283.1
OG0004039	KAK9841883.1	KAK9822132.1
OG0004040	KAK9841884.1	KAK9822021.1
OG0004041	KAK9841885.1	KAK9822078.1
OG0004042	KAK9841890.1	KAK9838661.1
OG0004043	KAK9841891.1	KAK9839169.1
OG0004044	KAK9841892.1	KAK9838979.1
OG0004045	KAK9841897.1	KAK9820780.1
OG0004046	KAK9841905.1	KAK9842959.1
OG0004047	KAK9841906.1	KAK9842709.1
OG0004048	KAK9841907.1	KAK9843087.1
OG0004049	KAK9841909.1	KAK9843030.1
OG0004050	KAK9841919.1	KAK9826049.1
OG0004051	KAK9841926.1	KAK9844697.1
OG0004052	KAK9841928.1	KAK9844322.1
OG0004053	KAK9841929.1	KAK9825529.1
OG0004054	KAK9841935.1	KAK9834379.1
OG0004055	KAK9841936.1	KAK9831176.1
OG0004056	KAK9841937.1	KAK9831079.1
OG0004057	KAK9842108.1	KAK9825339.1
OG0004058	KAK9842109.1	KAK9825284.1
OG0004059	KAK9842110.1	KAK9825246.1
OG0004060	KAK9842111.1, KAK9842112.1	
OG0004061	KAK9842113.1	KAK9825231.1
OG0004062	KAK9842115.1	KAK9825206.1
OG0004063	KAK9842116.1	KAK9838844.1
OG0004064	KAK9842117.1	KAK9838627.1
OG0004065	KAK9842118.1	KAK9838940.1
OG0004066	KAK9842120.1	KAK9839032.1
OG0004067	KAK9842123.1	KAK9835685.1
OG0004068	KAK9842125.1	KAK9842679.1
OG0004069	KAK9842128.1	KAK9838822.1
OG0004070	KAK9842137.1	KAK9822800.1
OG0004071	KAK9842143.1	KAK9840095.1
OG0004072	KAK9842144.1	KAK9839973.1
OG0004073	KAK9842150.1	KAK9826018.1
OG0004074	KAK9842152.1	KAK9826057.1
OG0004075	KAK9842154.1, KAK9842156.1	
OG0004076	KAK9842155.1	KAK9821704.1
OG0004077	KAK9842157.1	KAK9821653.1
OG0004078	KAK9842161.1	KAK9841688.1
OG0004079	KAK9842163.1, KAK9842164.1	
OG0004080	KAK9842166.1	KAK9832923.1
OG0004081	KAK9842168.1	KAK9832893.1
OG0004082	KAK9842172.1	KAK9822555.1
OG0004083	KAK9842173.1	KAK9822600.1
OG0004084	KAK9842180.1	KAK9833233.1
OG0004085	KAK9842185.1	KAK9817448.1
OG0004086	KAK9842186.1	KAK9835491.1
OG0004087	KAK9842187.1	KAK9835884.1
OG0004088	KAK9842189.1	KAK9816168.1
OG0004089	KAK9842191.1	KAK9816170.1
OG0004090	KAK9842192.1	KAK9816173.1
OG0004091	KAK9842193.1	KAK9816174.1
OG0004092	KAK9842376.1	KAK9820726.1
OG0004093	KAK9842380.1, KAK9856830.1	
OG0004094	KAK9842381.1	KAK9840462.1
OG0004095	KAK9842382.1	KAK9830771.1
OG0004096	KAK9842383.1	KAK9830872.1
OG0004097	KAK9842384.1	KAK9830666.1
OG0004098	KAK9842387.1	KAK9839899.1
OG0004099	KAK9842392.1	KAK9835535.1
OG0004100	KAK9842393.1	KAK9825116.1
OG0004101	KAK9842394.1	KAK9825026.1
OG0004102	KAK9842401.1	KAK9838926.1
OG0004103	KAK9842402.1	KAK9838771.1
OG0004104	KAK9842403.1, KAK9866841.1	
OG0004105	KAK9842408.1	KAK9816369.1
OG0004106	KAK9842410.1, KAK9842411.1	
OG0004107	KAK9842415.1	KAK9838770.1
OG0004108	KAK9842417.1	KAK9838001.1
OG0004109	KAK9842418.1	KAK9837713.1
OG0004110	KAK9842419.1	KAK9837701.1
OG0004111	KAK9842420.1	KAK9837933.1
OG0004112	KAK9842422.1	KAK9838016.1
OG0004113	KAK9842423.1	KAK9839105.1
OG0004114	KAK9842424.1, KAK9846126.1	
OG0004115	KAK9842425.1	KAK9838783.1
OG0004116	KAK9842427.1	KAK9822110.1
OG0004117	KAK9842428.1, KAK9854488.1	
OG0004118	KAK9842429.1	KAK9817543.1
OG0004119	KAK9842433.1	KAK9817568.1
OG0004120	KAK9842607.1	KAK9825507.1
OG0004121	KAK9842608.1	KAK9825567.1
OG0004122	KAK9842612.1	KAK9842758.1
OG0004123	KAK9842614.1	KAK9830704.1
OG0004124	KAK9842615.1	KAK9830647.1
OG0004125	KAK9842616.1	KAK9841131.1
OG0004126	KAK9842617.1	KAK9841132.1
OG0004127	KAK9842618.1	KAK9841575.1
OG0004128	KAK9842619.1	KAK9841482.1
OG0004129	KAK9842621.1	KAK9824865.1
OG0004130	KAK9842622.1	KAK9824955.1
OG0004131	KAK9842623.1	KAK9818548.1
OG0004132	KAK9842625.1	KAK9818562.1
OG0004133	KAK9842626.1	KAK9824905.1
OG0004134	KAK9842627.1	KAK9833844.1
OG0004135	KAK9842631.1	KAK9818825.1
OG0004136	KAK9842632.1, KAK9842633.1	
OG0004137	KAK9842635.1	KAK9818818.1
OG0004138	KAK9842637.1	KAK9834702.1
OG0004139	KAK9843388.1, KAK9843389.1	
OG0004140	KAK9843558.1	KAK9819422.1
OG0004141	KAK9843560.1	KAK9826979.1
OG0004142	KAK9843561.1	KAK9827115.1
OG0004143	KAK9843567.1	KAK9833658.1
